mesh_code_3rd	osm_road_length	diff_length	diff_percentage	wkt
54390148	3176.6346527317	-855	-36.86	MULTIPOLYGON(((139.225000000002 36.0333333357345,139.225000000002 36.0416666690681,139.237500000002 36.0416666690681,139.237500000002 36.0333333357345,139.225000000002 36.0333333357345)))
54390149	4363.19072057681	-3029	-227.07	MULTIPOLYGON(((139.237500000002 36.0333333357345,139.237500000002 36.0416666690681,139.250000000002 36.0416666690681,139.250000000002 36.0333333357345,139.237500000002 36.0333333357345)))
54390150	7047.52919994244	-3371	-91.71	MULTIPOLYGON(((139.125000000002 36.0416666690681,139.125000000002 36.0500000024017,139.137500000002 36.0500000024017,139.137500000002 36.0416666690681,139.125000000002 36.0416666690681)))
54390151	2532.50191847991	-188	-8.04	MULTIPOLYGON(((139.137500000002 36.0416666690681,139.137500000002 36.0500000024017,139.150000000002 36.0500000024017,139.150000000002 36.0416666690681,139.137500000002 36.0416666690681)))
54390152	5593.80871634956	-947	-20.40	MULTIPOLYGON(((139.150000000002 36.0416666690681,139.150000000002 36.0500000024017,139.162500000002 36.0500000024017,139.162500000002 36.0416666690681,139.150000000002 36.0416666690681)))
54390153	6521.57614949937	-1320	-25.39	MULTIPOLYGON(((139.162500000002 36.0416666690681,139.162500000002 36.0500000024017,139.175000000002 36.0500000024017,139.175000000002 36.0416666690681,139.162500000002 36.0416666690681)))
54390154	2184.58883177258	-451	-26.05	MULTIPOLYGON(((139.175000000002 36.0416666690681,139.175000000002 36.0500000024017,139.187500000002 36.0500000024017,139.187500000002 36.0416666690681,139.175000000002 36.0416666690681)))
54390155	2927.1543830041	-143	-5.14	MULTIPOLYGON(((139.187500000002 36.0416666690681,139.187500000002 36.0500000024017,139.200000000002 36.0500000024017,139.200000000002 36.0416666690681,139.187500000002 36.0416666690681)))
54390156	3344.91709755384	-218	-7.00	MULTIPOLYGON(((139.200000000002 36.0416666690681,139.200000000002 36.0500000024017,139.212500000002 36.0500000024017,139.212500000002 36.0416666690681,139.200000000002 36.0416666690681)))
54390157	3634.61825272749	-291	-8.72	MULTIPOLYGON(((139.212500000002 36.0416666690681,139.212500000002 36.0500000024017,139.225000000002 36.0500000024017,139.225000000002 36.0416666690681,139.212500000002 36.0416666690681)))
54390158	6275.7787449463	-1587	-33.86	MULTIPOLYGON(((139.225000000002 36.0416666690681,139.225000000002 36.0500000024017,139.237500000002 36.0500000024017,139.237500000002 36.0416666690681,139.225000000002 36.0416666690681)))
54390159	12357.7430566685	-6416	-108.00	MULTIPOLYGON(((139.237500000002 36.0416666690681,139.237500000002 36.0500000024017,139.250000000002 36.0500000024017,139.250000000002 36.0416666690681,139.237500000002 36.0416666690681)))
54390160	7204.21022213647	-3986	-123.87	MULTIPOLYGON(((139.125000000002 36.0500000024017,139.125000000002 36.0583333357354,139.137500000002 36.0583333357354,139.137500000002 36.0500000024017,139.125000000002 36.0500000024017)))
54390161	2481.02919083372	-1084	-77.59	MULTIPOLYGON(((139.137500000002 36.0500000024017,139.137500000002 36.0583333357354,139.150000000002 36.0583333357354,139.150000000002 36.0500000024017,139.137500000002 36.0500000024017)))
54390162	1844.61304338781	-256	-16.15	MULTIPOLYGON(((139.150000000002 36.0500000024017,139.150000000002 36.0583333357354,139.162500000002 36.0583333357354,139.162500000002 36.0500000024017,139.150000000002 36.0500000024017)))
54390163	5420.66998045325	-1742	-47.38	MULTIPOLYGON(((139.162500000002 36.0500000024017,139.162500000002 36.0583333357354,139.175000000002 36.0583333357354,139.175000000002 36.0500000024017,139.162500000002 36.0500000024017)))
54390164	2658.60372121467	-549	-26.05	MULTIPOLYGON(((139.175000000002 36.0500000024017,139.175000000002 36.0583333357354,139.187500000002 36.0583333357354,139.187500000002 36.0500000024017,139.175000000002 36.0500000024017)))
54390165	4391.46621071883	-1363	-45.02	MULTIPOLYGON(((139.187500000002 36.0500000024017,139.187500000002 36.0583333357354,139.200000000002 36.0583333357354,139.200000000002 36.0500000024017,139.187500000002 36.0500000024017)))
54390166	4881.83026664518	-1181	-31.94	MULTIPOLYGON(((139.200000000002 36.0500000024017,139.200000000002 36.0583333357354,139.212500000002 36.0583333357354,139.212500000002 36.0500000024017,139.200000000002 36.0500000024017)))
54390167	2879.87151541064	-1536	-114.43	MULTIPOLYGON(((139.212500000002 36.0500000024017,139.212500000002 36.0583333357354,139.225000000002 36.0583333357354,139.225000000002 36.0500000024017,139.212500000002 36.0500000024017)))
54390168	34.5418886701625	578	94.36	MULTIPOLYGON(((139.225000000002 36.0500000024017,139.225000000002 36.0583333357354,139.237500000002 36.0583333357354,139.237500000002 36.0500000024017,139.225000000002 36.0500000024017)))
54390169	9196.68980043297	-3589	-64.02	MULTIPOLYGON(((139.237500000002 36.0500000024017,139.237500000002 36.0583333357354,139.250000000002 36.0583333357354,139.250000000002 36.0500000024017,139.237500000002 36.0500000024017)))
54390170	6254.42949561682	-2982	-91.15	MULTIPOLYGON(((139.125000000002 36.0583333357353,139.125000000002 36.066666669069,139.137500000002 36.066666669069,139.137500000002 36.0583333357353,139.125000000002 36.0583333357353)))
54390171	2405.21047524925	-2295	-2086.55	MULTIPOLYGON(((139.137500000002 36.0583333357353,139.137500000002 36.066666669069,139.150000000002 36.066666669069,139.150000000002 36.0583333357353,139.137500000002 36.0583333357353)))
54390172	4545.6357390919	-2540	-126.71	MULTIPOLYGON(((139.150000000002 36.0583333357353,139.150000000002 36.066666669069,139.162500000002 36.066666669069,139.162500000002 36.0583333357353,139.150000000002 36.0583333357353)))
54390173	3106.3686430575	-396	-14.62	MULTIPOLYGON(((139.162500000002 36.0583333357353,139.162500000002 36.066666669069,139.175000000002 36.066666669069,139.175000000002 36.0583333357353,139.162500000002 36.0583333357353)))
54390174	3795.29649516735	-655	-20.86	MULTIPOLYGON(((139.175000000002 36.0583333357353,139.175000000002 36.066666669069,139.187500000002 36.066666669069,139.187500000002 36.0583333357353,139.175000000002 36.0583333357353)))
54390175	2789.20580273624	-1632	-141.07	MULTIPOLYGON(((139.187500000002 36.0583333357353,139.187500000002 36.066666669069,139.200000000002 36.066666669069,139.200000000002 36.0583333357353,139.187500000002 36.0583333357353)))
54390178	3130.56054112098	-792	-33.89	MULTIPOLYGON(((139.225000000002 36.0583333357353,139.225000000002 36.066666669069,139.237500000002 36.066666669069,139.237500000002 36.0583333357353,139.225000000002 36.0583333357353)))
54390179	8768.42231184517	-3426	-64.14	MULTIPOLYGON(((139.237500000002 36.0583333357353,139.237500000002 36.066666669069,139.250000000002 36.066666669069,139.250000000002 36.0583333357353,139.237500000002 36.0583333357353)))
54390180	1727.60211154808	-770	-80.52	MULTIPOLYGON(((139.125000000002 36.066666669069,139.125000000002 36.0750000024026,139.137500000002 36.0750000024026,139.137500000002 36.066666669069,139.125000000002 36.066666669069)))
54390181	4998.9337544775	-671	-15.52	MULTIPOLYGON(((139.137500000002 36.066666669069,139.137500000002 36.0750000024026,139.150000000002 36.0750000024026,139.150000000002 36.066666669069,139.137500000002 36.066666669069)))
54390182	1762.7934930999	1413	44.49	MULTIPOLYGON(((139.150000000002 36.066666669069,139.150000000002 36.0750000024026,139.162500000002 36.0750000024026,139.162500000002 36.066666669069,139.150000000002 36.066666669069)))
54390183	6615.30009010297	-1802	-37.44	MULTIPOLYGON(((139.162500000002 36.066666669069,139.162500000002 36.0750000024026,139.175000000002 36.0750000024026,139.175000000002 36.066666669069,139.162500000002 36.066666669069)))
54390184	5023.57036291316	-522	-11.61	MULTIPOLYGON(((139.175000000002 36.066666669069,139.175000000002 36.0750000024026,139.187500000002 36.0750000024026,139.187500000002 36.066666669069,139.175000000002 36.066666669069)))
54390186	3561.34203870169	-3035	-577.06	MULTIPOLYGON(((139.200000000002 36.066666669069,139.200000000002 36.0750000024026,139.212500000002 36.0750000024026,139.212500000002 36.066666669069,139.200000000002 36.066666669069)))
54390187	1618.65081863045	-375	-30.22	MULTIPOLYGON(((139.212500000002 36.066666669069,139.212500000002 36.0750000024026,139.225000000002 36.0750000024026,139.225000000002 36.066666669069,139.212500000002 36.066666669069)))
54390188	7980.4254427936	-1768	-28.46	MULTIPOLYGON(((139.225000000002 36.066666669069,139.225000000002 36.0750000024026,139.237500000002 36.0750000024026,139.237500000002 36.066666669069,139.225000000002 36.066666669069)))
54390189	9979.59771319509	-3400	-51.68	MULTIPOLYGON(((139.237500000002 36.066666669069,139.237500000002 36.0750000024026,139.250000000002 36.0750000024026,139.250000000002 36.066666669069,139.237500000002 36.066666669069)))
54390190	3418.05143056269	376	9.93	MULTIPOLYGON(((139.125000000002 36.0750000024026,139.125000000002 36.0833333357362,139.137500000002 36.0833333357362,139.137500000002 36.0750000024026,139.125000000002 36.0750000024026)))
54390191	4441.97393357949	-1655	-59.43	MULTIPOLYGON(((139.137500000002 36.0750000024026,139.137500000002 36.0833333357362,139.150000000002 36.0833333357362,139.150000000002 36.0750000024026,139.137500000002 36.0750000024026)))
54390192	6308.66583133696	-752	-13.54	MULTIPOLYGON(((139.150000000002 36.0750000024026,139.150000000002 36.0833333357362,139.162500000002 36.0833333357362,139.162500000002 36.0750000024026,139.150000000002 36.0750000024026)))
54390193	6067.11977083357	-2799	-85.65	MULTIPOLYGON(((139.162500000002 36.0750000024026,139.162500000002 36.0833333357362,139.175000000002 36.0833333357362,139.175000000002 36.0750000024026,139.162500000002 36.0750000024026)))
54390194	2224.00797329014	-482	-27.66	MULTIPOLYGON(((139.175000000002 36.0750000024026,139.175000000002 36.0833333357362,139.187500000002 36.0833333357362,139.187500000002 36.0750000024026,139.175000000002 36.0750000024026)))
54390195	1453.72367427269	-592	-68.84	MULTIPOLYGON(((139.187500000002 36.0750000024026,139.187500000002 36.0833333357362,139.200000000002 36.0833333357362,139.200000000002 36.0750000024026,139.187500000002 36.0750000024026)))
54390196	2039.97604420513	-773	-61.13	MULTIPOLYGON(((139.200000000002 36.0750000024026,139.200000000002 36.0833333357362,139.212500000002 36.0833333357362,139.212500000002 36.0750000024026,139.200000000002 36.0750000024026)))
54390197	6214.15937509377	-1696	-37.54	MULTIPOLYGON(((139.212500000002 36.0750000024026,139.212500000002 36.0833333357362,139.225000000002 36.0833333357362,139.225000000002 36.0750000024026,139.212500000002 36.0750000024026)))
54390198	2891.17399338663	-166	-6.09	MULTIPOLYGON(((139.225000000002 36.0750000024026,139.225000000002 36.0833333357362,139.237500000002 36.0833333357362,139.237500000002 36.0750000024026,139.225000000002 36.0750000024026)))
54390199	7779.45817781575	-654	-9.18	MULTIPOLYGON(((139.237500000002 36.0750000024026,139.237500000002 36.0833333357362,139.250000000002 36.0833333357362,139.250000000002 36.0750000024026,139.237500000002 36.0750000024026)))
54390200	4157.58774991053	-2236	-116.42	MULTIPOLYGON(((139.250000000003 36.0000000024,139.250000000003 36.0083333357336,139.262500000003 36.0083333357336,139.262500000003 36.0000000024,139.250000000003 36.0000000024)))
54390201	10294.1116310024	-3684	-55.73	MULTIPOLYGON(((139.262500000003 36.0000000024,139.262500000003 36.0083333357336,139.275000000003 36.0083333357336,139.275000000003 36.0000000024,139.262500000003 36.0000000024)))
54390202	11058.3580764937	-5820	-111.11	MULTIPOLYGON(((139.275000000003 36.0000000024,139.275000000003 36.0083333357336,139.287500000003 36.0083333357336,139.287500000003 36.0000000024,139.275000000003 36.0000000024)))
54390203	12014.8134915823	-6139	-104.50	MULTIPOLYGON(((139.287500000003 36.0000000024,139.287500000003 36.0083333357336,139.300000000003 36.0083333357336,139.300000000003 36.0000000024,139.287500000003 36.0000000024)))
54390204	7562.83712972717	-2698	-55.48	MULTIPOLYGON(((139.300000000003 36.0000000024,139.300000000003 36.0083333357336,139.312500000003 36.0083333357336,139.312500000003 36.0000000024,139.300000000003 36.0000000024)))
54390205	5735.88608182089	-2959	-106.62	MULTIPOLYGON(((139.312500000003 36.0000000024,139.312500000003 36.0083333357336,139.325000000003 36.0083333357336,139.325000000003 36.0000000024,139.312500000003 36.0000000024)))
54390206	7009.81422722759	-1759	-33.52	MULTIPOLYGON(((139.325000000003 36.0000000024,139.325000000003 36.0083333357336,139.337500000003 36.0083333357336,139.337500000003 36.0000000024,139.325000000003 36.0000000024)))
54390207	4264.11051650945	-1500	-54.27	MULTIPOLYGON(((139.337500000003 36.0000000024,139.337500000003 36.0083333357336,139.350000000003 36.0083333357336,139.350000000003 36.0000000024,139.337500000003 36.0000000024)))
54390208	2844.41836102829	-672	-30.95	MULTIPOLYGON(((139.350000000003 36.0000000024,139.350000000003 36.0083333357336,139.362500000003 36.0083333357336,139.362500000003 36.0000000024,139.350000000003 36.0000000024)))
54390209	7188.28063346896	-2502	-53.39	MULTIPOLYGON(((139.362500000003 36.0000000024,139.362500000003 36.0083333357336,139.375000000003 36.0083333357336,139.375000000003 36.0000000024,139.362500000003 36.0000000024)))
54390210	1911.06250460142	-1467	-330.41	MULTIPOLYGON(((139.250000000003 36.0083333357336,139.250000000003 36.0166666690672,139.262500000003 36.0166666690672,139.262500000003 36.0083333357336,139.250000000003 36.0083333357336)))
54390211	5024.85627954643	-1779	-54.84	MULTIPOLYGON(((139.262500000003 36.0083333357336,139.262500000003 36.0166666690672,139.275000000003 36.0166666690672,139.275000000003 36.0083333357336,139.262500000003 36.0083333357336)))
54390212	8294.14246243335	-3169	-61.83	MULTIPOLYGON(((139.275000000003 36.0083333357336,139.275000000003 36.0166666690672,139.287500000003 36.0166666690672,139.287500000003 36.0083333357336,139.275000000003 36.0083333357336)))
54390213	10690.6406998484	-4473	-71.95	MULTIPOLYGON(((139.287500000003 36.0083333357336,139.287500000003 36.0166666690672,139.300000000003 36.0166666690672,139.300000000003 36.0083333357336,139.287500000003 36.0083333357336)))
54390214	9323.6661532228	-2440	-35.45	MULTIPOLYGON(((139.300000000003 36.0083333357336,139.300000000003 36.0166666690672,139.312500000003 36.0166666690672,139.312500000003 36.0083333357336,139.300000000003 36.0083333357336)))
54390215	5171.22453515581	-1460	-39.34	MULTIPOLYGON(((139.312500000003 36.0083333357336,139.312500000003 36.0166666690672,139.325000000003 36.0166666690672,139.325000000003 36.0083333357336,139.312500000003 36.0083333357336)))
54390216	1763.19922202734	-563	-46.93	MULTIPOLYGON(((139.325000000003 36.0083333357336,139.325000000003 36.0166666690672,139.337500000003 36.0166666690672,139.337500000003 36.0083333357336,139.325000000003 36.0083333357336)))
54390217	3912.0848925928	-1043	-36.35	MULTIPOLYGON(((139.337500000003 36.0083333357336,139.337500000003 36.0166666690672,139.350000000003 36.0166666690672,139.350000000003 36.0083333357336,139.337500000003 36.0083333357336)))
54390218	2814.71323269565	-452	-19.16	MULTIPOLYGON(((139.350000000003 36.0083333357336,139.350000000003 36.0166666690672,139.362500000003 36.0166666690672,139.362500000003 36.0083333357336,139.350000000003 36.0083333357336)))
54390219	3781.70568832395	-708	-23.06	MULTIPOLYGON(((139.362500000003 36.0083333357336,139.362500000003 36.0166666690672,139.375000000003 36.0166666690672,139.375000000003 36.0083333357336,139.362500000003 36.0083333357336)))
54390220	2509.44091718671	-819	-48.48	MULTIPOLYGON(((139.250000000003 36.0166666690672,139.250000000003 36.0250000024009,139.262500000003 36.0250000024009,139.262500000003 36.0166666690672,139.250000000003 36.0166666690672)))
54390221	7847.9233298066	-2991	-61.61	MULTIPOLYGON(((139.262500000003 36.0166666690672,139.262500000003 36.0250000024009,139.275000000003 36.0250000024009,139.275000000003 36.0166666690672,139.262500000003 36.0166666690672)))
54390222	2713.5179131021	-1262	-87.01	MULTIPOLYGON(((139.275000000003 36.0166666690672,139.275000000003 36.0250000024009,139.287500000003 36.0250000024009,139.287500000003 36.0166666690672,139.275000000003 36.0166666690672)))
54390223	2760.09728975805	-1473	-114.45	MULTIPOLYGON(((139.287500000003 36.0166666690672,139.287500000003 36.0250000024009,139.300000000003 36.0250000024009,139.300000000003 36.0166666690672,139.287500000003 36.0166666690672)))
54390224	10105.4944495364	-4721	-87.69	MULTIPOLYGON(((139.300000000003 36.0166666690672,139.300000000003 36.0250000024009,139.312500000003 36.0250000024009,139.312500000003 36.0166666690672,139.300000000003 36.0166666690672)))
54390225	7721.04456628693	-2959	-62.13	MULTIPOLYGON(((139.312500000003 36.0166666690672,139.312500000003 36.0250000024009,139.325000000003 36.0250000024009,139.325000000003 36.0166666690672,139.312500000003 36.0166666690672)))
54390226	4700.03485397495	-1670	-55.11	MULTIPOLYGON(((139.325000000003 36.0166666690672,139.325000000003 36.0250000024009,139.337500000003 36.0250000024009,139.337500000003 36.0166666690672,139.325000000003 36.0166666690672)))
54390227	5359.85754522167	-3201	-148.37	MULTIPOLYGON(((139.337500000003 36.0166666690672,139.337500000003 36.0250000024009,139.350000000003 36.0250000024009,139.350000000003 36.0166666690672,139.337500000003 36.0166666690672)))
54390228	6876.33330008859	-1585	-29.96	MULTIPOLYGON(((139.350000000003 36.0166666690672,139.350000000003 36.0250000024009,139.362500000003 36.0250000024009,139.362500000003 36.0166666690672,139.350000000003 36.0166666690672)))
54390229	6673.59455002299	-1957	-41.50	MULTIPOLYGON(((139.362500000003 36.0166666690672,139.362500000003 36.0250000024009,139.375000000003 36.0250000024009,139.375000000003 36.0166666690672,139.362500000003 36.0166666690672)))
54390230	4407.99896967729	-3078	-231.67	MULTIPOLYGON(((139.250000000003 36.0250000024009,139.250000000003 36.0333333357345,139.262500000003 36.0333333357345,139.262500000003 36.0250000024009,139.250000000003 36.0250000024009)))
54390231	2091.3242743023	-1145	-121.07	MULTIPOLYGON(((139.262500000003 36.0250000024009,139.262500000003 36.0333333357345,139.275000000003 36.0333333357345,139.275000000003 36.0250000024009,139.262500000003 36.0250000024009)))
